Features,Labels
"[161.0, 145.0551619212498, 233.0, 101.13851887386922, 150.00333329629711, 76.0, 37.0, 64.05770451012833, 43.79816693554788, 274.9697407281103]",oblong
"[178.07021087200408, 155.11608556174951, 239.0, 119.60351165413162, 153.0294089382822, 72.17340230306452, 38.05259518088089, 64.59228189105153, 47.37184218978922, 285.40953043835106]",oblong
"[170.0, 139.17614738165446, 230.0, 99.20181449953424, 157.3848785620779, 82.29823813423954, 43.04648650006177, 59.03624346792648, 37.2164404735346, 283.37996312706133]",oblong
"[160.0124995117569, 140.00357138301865, 235.0, 108.97706180660222, 149.01342221424215, 76.02631123499285, 41.012193308819754, 61.07357416474639, 42.76882539196875, 279.8319672698726]",oblong
"[163.0, 146.00342461736986, 237.0, 103.39245620450265, 151.0529708413575, 87.05170877128145, 45.0, 73.88658176691071, 48.13635836833259, 274.0337986267021]",oblong
"[172.07265907168403, 140.0142849854971, 245.0, 113.07077429645558, 156.259399717265, 90.08884503644167, 47.01063709417264, 72.64597536373867, 51.10277965365579, 278.8508884839156]",oblong
"[181.02486017119307, 151.21177202850313, 252.0, 130.43005788544295, 168.0773631397161, 83.3606621854697, 45.39823785126467, 72.97947438848014, 54.360190801913326, 274.3610312437036]",oblong
"[173.0028901492689, 149.00335566691106, 252.0, 125.73384588089239, 156.32018423735306, 84.38009243891595, 46.17358552246078, 71.91655461695134, 50.48615642500431, 278.3889670664695]",oblong
"[174.0258601472781, 144.05554484295286, 239.0, 99.02019995940222, 160.01562423713506, 78.77182237323191, 41.10960958218893, 52.52382043863863, 33.048124869975226, 290.0657048974234]",oblong
"[167.19150696132863, 142.01408380861386, 246.0, 109.80892495603443, 152.55490814785344, 83.60023923410746, 43.41658669218482, 76.26373169437744, 52.399594659887114, 279.9415550452637]",oblong
"[167.0748335327616, 145.00344823486094, 237.0, 103.9471019317037, 147.05441169852742, 80.02499609497022, 41.0, 66.97450799147197, 44.61023880468194, 281.2748748935412]",oblong
"[166.01204775557707, 143.0034964607509, 239.0, 109.65856099730654, 155.0, 82.02438661763951, 44.01136216933077, 67.96377305985455, 46.84761026599459, 277.8411762943722]",oblong
"[162.01234520862909, 139.0, 240.0, 111.28791488746656, 149.164338901763, 81.09870529176159, 43.04648650006177, 69.59011716619602, 49.007804542372334, 275.2892416083561]",oblong
"[160.25292509030842, 141.0319112825179, 218.0, 99.03534722511958, 141.2267680009707, 72.06247289678588, 37.013511046643494, 68.19859051364818, 46.63657704161671, 284.6373367157468]",oblong
"[161.0496817755316, 144.01388821915754, 248.0, 112.48555462813881, 149.05368160498418, 74.06078584514209, 40.01249804748511, 61.69924423399362, 43.19883948427763, 280.814557436959]",oblong
"[179.61069010501575, 141.0, 247.0, 123.00406497347964, 164.34719346554112, 84.17244204607586, 43.174066289845804, 84.40066066347943, 64.476575498932, 278.9726266148964]",oblong
"[158.05062480104277, 143.0, 222.0, 106.30145812734649, 142.01408380861386, 72.02777242147643, 37.013511046643494, 67.69379494509236, 48.81407483429035, 284.79009180099723]",oblong
"[177.1016657177453, 147.03060905811415, 236.0, 100.20977996183805, 160.04999218994044, 79.30952023559341, 42.190046219457976, 54.293308599397115, 36.069409899581004, 285.61033668231374]",oblong
"[166.02710622064097, 148.0, 232.0, 102.6498904042279, 146.16771189288008, 71.11258679024411, 37.013511046643494, 68.74949449286676, 47.763857370912554, 279.94419909964455]",oblong
"[155.0129026887762, 144.00347218036097, 222.0, 102.53292154230269, 140.0, 76.00657866263946, 40.01249804748511, 68.96248897457819, 44.60486295749251, 280.691974222917]",oblong
"[156.00320509528, 141.0319112825179, 239.0, 101.17806086301516, 141.00354605470034, 73.00684899377592, 39.01281840626232, 64.72227776444704, 42.99746686817311, 280.68937612835055]",oblong
"[175.410946066658, 145.00344823486094, 251.0, 125.4312560727987, 162.00308639035245, 89.45389874119518, 48.093658625644196, 74.64986350757557, 54.40922140811018, 278.48261952576]",oblong
"[176.00284088616297, 146.05478424207814, 236.0, 118.3427226321923, 158.11388300841898, 81.39410298049853, 43.18564576337837, 69.30454926593673, 48.76852970913538, 282.47875525007663]",oblong
"[177.02542190318317, 141.05672617780408, 233.0, 100.20977996183805, 162.4438364481706, 84.2140130857092, 44.10215414239989, 59.03624346792648, 36.069409899581004, 281.2093168653914]",oblong
"[175.025712396779, 147.00340132119393, 229.0, 116.40017182117903, 163.1502375113196, 84.1486779456457, 43.04648650006177, 74.21924669048461, 53.031656094483736, 277.3956298522852]",oblong
"[169.0, 143.0034964607509, 233.0, 110.39021695784459, 157.00318468107582, 83.00602387778854, 45.0111097397076, 60.10109816138544, 42.797401838234194, 278.1166694582987]",oblong
"[172.02616080119907, 145.03103116229988, 234.0, 105.55093557141026, 155.0290295396317, 83.02409288875127, 43.0, 64.02560603756868, 41.543380827958, 280.304846468766]",oblong
"[160.04999218994044, 148.00337833982033, 239.0, 106.88779163215975, 147.05441169852742, 83.00602387778854, 44.0, 63.99665415548856, 42.34580448659338, 275.99432539766383]",oblong
"[158.00316452527144, 142.01408380861386, 232.0, 99.70456358662827, 140.0, 80.00624975587844, 43.0, 69.90476880809518, 45.40634623330903, 280.68937612835055]",oblong
"[166.19265928433782, 147.00340132119393, 230.0, 104.80935072788114, 146.57762448614045, 77.41446893184762, 40.19950248448356, 77.61924307119283, 52.36474624498265, 282.6387200041946]",oblong
"[162.077142126828, 144.00347218036097, 242.0, 94.04786015641186, 147.03060905811415, 79.00632886041473, 41.0, 73.44292862436335, 45.43078721700863, 280.9311229224114]",oblong
"[171.00292395160966, 146.01369798755184, 237.0, 105.47511554864494, 149.01342221424215, 82.00609733428362, 42.0, 66.97450799147197, 42.310229676849524, 281.41019497269707]",oblong
"[168.01190434013895, 143.0873858870865, 232.0, 97.18538984847466, 154.1590088188167, 90.0499861188218, 48.010415536631214, 67.47943439710312, 40.40945681439397, 279.8870906640642]",oblong
"[168.04761230080004, 143.01398533010678, 235.0, 111.07204868912791, 157.0, 81.05553651663777, 42.04759208325728, 67.47943439710312, 46.82408983237611, 277.82799677163734]",oblong
"[172.00290695217916, 144.03124660989366, 237.0, 105.75916035975324, 156.05127362504928, 82.15229759416349, 42.04759208325728, 60.42216131873867, 40.0136662287645, 280.56450132606784]",oblong
"[166.00301202086666, 140.03213916812098, 231.0, 95.58765610684259, 150.02999700059985, 82.05485969764375, 43.04648650006177, 65.32313682966294, 42.03176597012828, 281.1423918268862]",oblong
"[165.14841809717706, 146.01369798755184, 237.0, 113.17243480636087, 151.02979838429235, 84.0535543567314, 45.044422518220834, 67.75097634278764, 46.43209618416464, 281.2748748935412]",oblong
"[167.01197561851666, 146.01369798755184, 242.0, 112.53888216967503, 156.01281998605114, 84.09518416651456, 44.04543109109048, 70.01689347810002, 47.52082790771017, 279.09027692082236]",oblong
"[165.3027525481654, 149.00335566691106, 243.0, 106.7941945987702, 155.15798400340216, 80.02499609497022, 41.048751503547585, 64.6538240580533, 43.86182299251181, 273.2397002961021]",oblong
"[161.11176245079065, 135.03332921912278, 238.0, 102.20078277586722, 153.63918770938616, 80.62257748298549, 43.104524124504614, 55.92280471986926, 36.64564916462031, 284.00379276441544]",oblong
"[167.10774967068403, 142.0, 234.0, 109.48059188732951, 149.27156460625713, 77.1621668954417, 40.11234224026316, 72.80145877993414, 50.931526924919766, 281.00618035879666]",oblong
"[159.02829936838285, 142.0, 220.0, 104.66135867644753, 142.0563268566381, 76.02631123499285, 40.01249804748511, 67.69379494509236, 45.77422016492806, 281.27674062307386]",oblong
"[174.0, 149.05368160498418, 237.0, 111.28791488746656, 157.0286598045083, 85.05292469985967, 44.04543109109048, 71.17528998175993, 49.007804542372334, 278.7720450101606]",oblong
"[164.02743672934722, 150.00333329629711, 243.0, 109.78615577567146, 151.0132444522665, 83.0, 44.0, 63.99665415548856, 41.676879554864556, 273.86092860035035]",oblong
"[170.0470523119998, 149.0, 238.0, 113.84638773364749, 157.00318468107582, 83.00602387778854, 43.01162633521314, 65.65891006330749, 45.35586983062188, 277.82799677163734]",oblong
"[164.14932226482082, 149.03019828209315, 234.0, 101.11874208078342, 148.08443537387717, 76.0, 39.01281840626232, 68.45902408146156, 44.59933674420785, 283.58084161753624]",oblong
"[165.10905486980417, 138.00362314084367, 230.0, 100.43903623591775, 148.21605850919124, 85.00588214941364, 45.0111097397076, 76.55138494831348, 54.727578551401606, 275.5765834580221]",oblong
"[169.0266251216062, 148.0, 232.0, 106.21675950620975, 150.08331019803634, 83.00602387778854, 43.0, 64.59228189105153, 41.94711748520757, 278.8908573261648]",oblong
"[160.0281225285106, 142.0563268566381, 228.0, 104.7377677822093, 144.0, 79.05694150420949, 42.0, 71.56505117707799, 47.32153058983272, 278.19024809544106]",oblong
"[170.01176429882727, 148.08443537387717, 243.0, 110.30865786510141, 155.0129026887762, 83.00602387778854, 42.01190307520001, 67.47943439710312, 45.0, 280.6069520512846]",oblong
"[158.2024020045208, 129.0155029444136, 235.0, 102.44998779892558, 148.48568954616468, 82.29823813423954, 44.10215414239989, 60.42216131873867, 38.65980825409009, 282.2221515963994]",oblong
"[163.3064603743526, 138.03260484392808, 236.0, 97.0051545022222, 151.8453160291749, 82.29823813423954, 43.04648650006177, 60.94539590092286, 37.46055486049069, 285.45846157869335]",oblong
"[174.0028735394907, 152.00328943809077, 234.0, 109.87720418721983, 161.02794788483146, 82.15229759416349, 43.01162633521314, 57.724355685422374, 40.940653635200746, 275.45391888859126]",oblong
"[169.00295855398508, 148.0135128966271, 237.0, 111.94641575325224, 153.05227865013967, 84.0535543567314, 45.044422518220834, 69.30454926593673, 48.62148470411734, 281.76828893202065]",oblong
"[167.0, 145.00344823486094, 238.0, 109.62207806824317, 153.00326793895613, 84.02380615040002, 43.0, 70.76932762433871, 46.108812127759926, 276.7669223895782]",oblong
"[174.1034175425629, 148.00337833982033, 244.0, 112.0044641967453, 155.32224567009067, 84.1486779456457, 43.04648650006177, 73.88658176691071, 52.618546487568935, 280.73662562217555]",oblong
"[162.077142126828, 140.03213916812098, 234.0, 100.12492197250393, 150.2131818450032, 85.21150157109074, 45.044422518220834, 64.02560603756868, 39.73230287195577, 278.00957305115367]",oblong
"[184.00271737123884, 150.26975743641833, 246.0, 122.00409829181969, 170.18813119603846, 82.21921916437786, 41.048751503547585, 70.4268741695898, 52.660475334466334, 279.60538749505383]",oblong
"[175.10282693320517, 152.0131573252789, 240.0, 117.13667231059623, 159.6151621870554, 85.47514258543241, 44.181444068749045, 78.46537934635528, 58.616808943640976, 277.9034887190255]",oblong
"[160.00312496948303, 146.03081866510234, 238.0, 103.85566907973777, 146.08559134972896, 81.05553651663777, 43.01162633521314, 61.07357416474639, 38.74596725608353, 281.5283570704513]",oblong
"[170.00294115102832, 149.03019828209315, 239.0, 116.84605256490268, 154.01298646542764, 82.00609733428362, 44.0, 66.03751102542181, 48.122130462115706, 281.5660793449089]",oblong
"[175.0114281982751, 148.05404418657398, 246.0, 123.3288287465668, 157.20368952413298, 80.30566605165541, 43.04648650006177, 68.19859051364818, 48.94518622903756, 279.4684468236637]",oblong
"[170.10584939971935, 146.08559134972896, 236.0, 107.5174404457249, 156.02884348735012, 76.00657866263946, 41.012193308819754, 57.84770485871766, 43.49256424122503, 282.53830870890084]",oblong
"[170.35551062410633, 146.00342461736986, 242.0, 113.81124724736128, 156.81836627130127, 83.72574275573791, 43.289721643826724, 76.55138494831348, 53.93561384258175, 276.88901514901397]",oblong
"[176.10224302944013, 152.0131573252789, 244.0, 111.94641575325224, 162.15116404145854, 94.08506789071261, 52.009614495783374, 65.55604521958347, 41.37851529588266, 279.7893139418894]",oblong
"[173.0115603073968, 144.05554484295286, 230.0, 99.20181449953424, 158.3161394173064, 83.48652585896721, 42.190046219457976, 57.84770485871766, 37.2164404735346, 282.67386000562317]",oblong
"[159.00314462299164, 142.00352108310554, 231.0, 108.37435120913067, 147.00340132119393, 74.00675644831355, 40.01249804748511, 59.74356283647073, 41.633539336570195, 279.8658069430844]",oblong
"[170.02646852769718, 142.08800090085018, 233.0, 109.71326264403953, 154.00324671902212, 80.02499609497022, 42.01190307520001, 62.850318302216834, 42.41420565757551, 281.7498615617649]",oblong
"[168.00297616411441, 141.01418368376991, 241.0, 111.28791488746656, 157.05094714773293, 86.05230967266364, 45.0111097397076, 71.56505117707799, 49.007804542372334, 276.07061184538]",oblong
"[157.0286598045083, 137.0, 230.0, 101.17806086301516, 142.08800090085018, 78.05767098754612, 42.1070065428546, 65.22485943116808, 42.99746686817311, 282.3017119925747]",oblong
"[184.61040057374882, 144.05554484295286, 250.0, 131.2288078129189, 170.8391055935379, 89.44271909999159, 47.38143096192854, 80.53767779197437, 60.309273487983184, 278.1942633346302]",oblong
"[182.22239159883728, 147.05441169852742, 250.0, 105.94810050208545, 167.86303941010956, 82.73451516749222, 42.190046219457976, 53.13010235415598, 33.84005613496724, 281.9657882230607]",oblong
"[156.01281998605114, 143.0034964607509, 231.0, 101.67103815738285, 142.0563268566381, 75.16648189186454, 41.048751503547585, 57.84770485871766, 39.011851624224484, 281.83237191097896]",oblong
"[157.01273833673497, 139.01438774457844, 221.0, 106.10372283760829, 140.03213916812098, 72.06247289678588, 38.01315561749642, 66.97450799147197, 46.52752544221293, 277.76516601842536]",oblong
"[169.01183390520322, 142.0, 235.0, 110.25878649794764, 153.26447729333762, 78.31347265956222, 41.10960958218893, 70.3461759419467, 51.25903630512225, 279.6471925353592]",oblong
"[164.00304875214974, 141.05672617780408, 242.0, 103.9471019317037, 153.00326793895613, 84.0, 43.01162633521314, 69.90476880809518, 45.38976119531806, 276.76467028551457]",oblong
"[161.01242188104618, 137.0, 231.0, 109.60383204979651, 152.029602380589, 78.00640999302557, 41.012193308819754, 63.99665415548856, 45.369645061847024, 276.7107443486549]",oblong
"[163.0, 139.01438774457844, 230.0, 100.4987562112089, 151.00331122197287, 83.02409288875127, 43.01162633521314, 69.44395478041653, 47.41950921665633, 277.76516601842536]",oblong
"[174.01149387324966, 146.03081866510234, 238.0, 113.6001760562016, 158.5339080449353, 74.81310045707235, 39.20459156782532, 73.68614757373945, 53.230975101190324, 284.42417771360914]",oblong
"[167.0, 144.0, 241.0, 101.23734488813898, 157.00318468107582, 84.02380615040002, 43.0, 68.68208772453845, 47.802451519866786, 274.9697407281103]",oblong
"[176.10224302944013, 146.16771189288008, 229.0, 119.97082978791136, 161.0496817755316, 78.23042886243178, 41.10960958218893, 67.75097634278764, 50.0721328725145, 279.4623222080256]",oblong
"[169.00295855398508, 143.01398533010678, 245.0, 101.9803902718557, 153.00326793895613, 87.00574693662483, 46.0, 73.17859010995916, 48.17983011986423, 280.22167677370624]",oblong
"[168.07438829280326, 143.0873858870865, 249.0, 113.35784048754634, 159.25451327984396, 84.1486779456457, 43.01162633521314, 63.43494882292201, 41.42366562500265, 281.86608036960547]",oblong
"[173.02600960549256, 143.0034964607509, 239.0, 110.60289327137876, 161.25135658344087, 82.60750571225353, 42.2965719651132, 53.13010235415598, 37.28432643645153, 277.0273866750586]",oblong
"[177.01129907438113, 148.03040228277433, 246.0, 123.90722335683259, 161.0496817755316, 86.14522621712709, 46.010868281309364, 66.94869908352696, 47.94404634998762, 278.7512525963709]",oblong
"[175.28548142958104, 152.029602380589, 229.0, 102.44998779892558, 155.00322577288512, 79.1580697086532, 42.04759208325728, 57.84770485871766, 38.65980825409009, 285.9351940244036]",oblong
"[184.00271737123884, 150.05332385522155, 244.0, 103.60019305001319, 166.43316977093238, 82.29823813423954, 41.048751503547585, 58.29857033049428, 36.75928817029212, 287.5071630484603]",oblong
"[166.02710622064097, 139.05754204644924, 237.0, 102.06860437960343, 157.1146078504478, 83.09632964216891, 43.01162633521314, 61.606980578617005, 41.02750405924934, 279.1795892298275]",oblong
